text,entity_types,entities_json
"escalier 60 m², aération","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Escalier"", ""SURFACE"": ""60 m\u00b2"", ""ACTIVITE_SPECIALE"": ""A\u00e9ration""}"
"chauffage 170m2 tôle, équipe de 5 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""170m2"", ""NB_OUVRIERS"": ""5 personnes""}"
"plomberie 430m2 en béton, incluant climatisation, budget 90000€, équipe 3 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""B\u00e9ton"", ""SURFACE"": ""430m2"", ""ACTIVITE_SPECIALE"": ""Climatisation"", ""BUDGET"": ""90000\u20ac"", ""NB_OUVRIERS"": ""3 personnes""}"
"béton pour menuiserie (210m²), isolation acoustique requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""B\u00e9ton"", ""SURFACE"": ""210m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique""}"
gutter 240 m² cuivre,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""240 m\u00b2""}"
"plomberie : 110 m2 en pierre, coût estimé 40000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""110 m2"", ""BUDGET"": ""40000 euros""}"
"menuiserie 460m2 gypse, protection contre la corrosion, budget 10000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""460m2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion"", ""BUDGET"": ""10000\u20ac""}"
"gutter 110m2, durée 30 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Gutter"", ""SURFACE"": ""110m2"", ""DUREE_ESTIMEE"": ""30 Jours""}"
"menuiserie 220 m2, chauffage","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""SURFACE"": ""220 m2"", ""ACTIVITE_SPECIALE"": ""Chauffage""}"
"toiture 30 m2 parquet, équipe de 3 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Toiture"", ""MATERIAU"": ""Parquet"", ""SURFACE"": ""30 m2"", ""NB_OUVRIERS"": ""3 personnes""}"
"cloison 420 m2, durée 5 jours ouvrables","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Cloison"", ""SURFACE"": ""420 m2"", ""DUREE_ESTIMEE"": ""5 Jours Ouvrables""}"
"escalier : 380 m2 en pvc, coût estimé 40000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Escalier"", ""MATERIAU"": ""Pvc"", ""SURFACE"": ""380 m2"", ""BUDGET"": ""40000\u20ac""}"
"Nous proposons escalier 490m2, matériau brique, avec chauffage","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Escalier"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""490m2"", ""ACTIVITE_SPECIALE"": ""Chauffage""}"
"gutter 100m2, durée 2 mois","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Gutter"", ""SURFACE"": ""100m2"", ""DUREE_ESTIMEE"": ""2 Mois""}"
"excavation : 170 m2 en tuiles, coût estimé 85000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""170 m2"", ""BUDGET"": ""85000 euros""}"
plomberie 370m² bitume,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""370m\u00b2""}"
"zinc pour piscine (440m2), désamiantage requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Zinc"", ""SURFACE"": ""440m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9samiantage""}"
menuiserie 230 m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Menuiserie"", ""SURFACE"": ""230 m2""}"
"revêtement 390 m² en gypse, incluant ventilation, budget 80000€, équipe 4 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Rev\u00eatement"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""390 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Ventilation"", ""BUDGET"": ""80000\u20ac"", ""NB_OUVRIERS"": ""4 personnes""}"
"carrelage : 290m2 en tôle, coût estimé 55000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Carrelage"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""290m2"", ""BUDGET"": ""55000\u20ac""}"
"menuiserie : 50 m² en cuivre, coût estimé 95000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Menuiserie"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""50 m\u00b2"", ""BUDGET"": ""95000\u20ac""}"
"fibre de verre pour chauffage (340 m2), isolation acoustique requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""Fibre De Verre"", ""SURFACE"": ""340 m2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique""}"
"Nous proposons béton 120 m², matériau plâtre, avec éclairage led","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""MATERIAU"": ""Pl\u00e2tre"", ""SURFACE"": ""120 m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led""}"
"carrelage 130m2, décontamination","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Carrelage"", ""SURFACE"": ""130m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9contamination""}"
"chauffage : 270m² en tôle, coût estimé 90000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""T\u00f4le"", ""SURFACE"": ""270m\u00b2"", ""BUDGET"": ""90000 euros""}"
"béton poli pour peinture (190 m2), mise aux normes requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""190 m2"", ""ACTIVITE_SPECIALE"": ""Mise Aux Normes""}"
façade 220m²,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Fa\u00e7ade"", ""SURFACE"": ""220m\u00b2""}"
chauffage 60m² ardoise,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""60m\u00b2""}"
"cloison 60m2 cuivre, étanchéité, budget 80000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Cloison"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""60m2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9"", ""BUDGET"": ""80000\u20ac""}"
"gutter 460 m² bois, traitement humidité, budget 50000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Bois"", ""SURFACE"": ""460 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Traitement Humidit\u00e9"", ""BUDGET"": ""50000\u20ac""}"
"excavation 200 m² gypse, protection contre la corrosion, budget 40000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""200 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion"", ""BUDGET"": ""40000 euros""}"
béton 370m²,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""SURFACE"": ""370m\u00b2""}"
"chauffage 260 m² en parquet, incluant sécurité incendie, budget 85000€, équipe 2 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""Parquet"", ""SURFACE"": ""260 m\u00b2"", ""ACTIVITE_SPECIALE"": ""S\u00e9curit\u00e9 Incendie"", ""BUDGET"": ""85000\u20ac"", ""NB_OUVRIERS"": ""2 personnes""}"
"escalier 380 m2 pierre, équipe de 3 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Escalier"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""380 m2"", ""NB_OUVRIERS"": ""3 personnes""}"
toiture 450 m² fibre de verre,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Toiture"", ""MATERIAU"": ""Fibre De Verre"", ""SURFACE"": ""450 m\u00b2""}"
"excavation 250 m2, durée 30 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Excavation"", ""SURFACE"": ""250 m2"", ""DUREE_ESTIMEE"": ""30 Jours""}"
toiture 180 m²,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Toiture"", ""SURFACE"": ""180 m\u00b2""}"
"peinture 350m² pvc, équipe de 1 personne","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Pvc"", ""SURFACE"": ""350m\u00b2"", ""NB_OUVRIERS"": ""1 personne""}"
"cloison 370m² béton, équipe de équipe de 5","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Cloison"", ""MATERIAU"": ""B\u00e9ton"", ""SURFACE"": ""370m\u00b2"", ""NB_OUVRIERS"": ""\u00e9quipe de 5""}"
"chauffage 270m², durée 5 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Chauffage"", ""SURFACE"": ""270m\u00b2"", ""DUREE_ESTIMEE"": ""5 Jours""}"
peinture 470m²,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Peinture"", ""SURFACE"": ""470m\u00b2""}"
"béton 310 m², climatisation","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""SURFACE"": ""310 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Climatisation""}"
chauffage 320m2 inox,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""320m2""}"
"escalier 490m2, durée 3 mois","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Escalier"", ""SURFACE"": ""490m2"", ""DUREE_ESTIMEE"": ""3 Mois""}"
"façade 120m2 gypse, équipe de équipe de 5","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Fa\u00e7ade"", ""MATERIAU"": ""Gypse"", ""SURFACE"": ""120m2"", ""NB_OUVRIERS"": ""\u00e9quipe de 5""}"
isolation 80 m²,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Isolation"", ""SURFACE"": ""80 m\u00b2""}"
"électricité 430m², éclairage led","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""SURFACE"": ""430m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led""}"
"Nous proposons électricité 170m², matériau parquet, avec isolation acoustique","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""MATERIAU"": ""Parquet"", ""SURFACE"": ""170m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique""}"
"peinture : 140 m2 en parquet, coût estimé 95000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Parquet"", ""SURFACE"": ""140 m2"", ""BUDGET"": ""95000 euros""}"
"béton poli pour gutter (110 m2), isolation acoustique requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""110 m2"", ""ACTIVITE_SPECIALE"": ""Isolation Acoustique""}"
"excavation 450 m², durée 3 mois","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Excavation"", ""SURFACE"": ""450 m\u00b2"", ""DUREE_ESTIMEE"": ""3 Mois""}"
"électricité 470 m² béton poli, sécurité incendie, budget 65000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""470 m\u00b2"", ""ACTIVITE_SPECIALE"": ""S\u00e9curit\u00e9 Incendie"", ""BUDGET"": ""65000 euros""}"
"charpente 220m2 tuiles, équipe de 5 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""220m2"", ""NB_OUVRIERS"": ""5 personnes""}"
"démolition : 310m² en pierre, coût estimé 10000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""310m\u00b2"", ""BUDGET"": ""10000\u20ac""}"
"maçonnerie 170 m2 bitume, climatisation, budget 70000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Ma\u00e7onnerie"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""170 m2"", ""ACTIVITE_SPECIALE"": ""Climatisation"", ""BUDGET"": ""70000\u20ac""}"
fenêtres 270m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""SURFACE"": ""270m2""}"
"inox pour peinture (140m²), étanchéité requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Peinture"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""140m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9""}"
"piscine 150 m² plâtre, traitement humidité, budget 60000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Pl\u00e2tre"", ""SURFACE"": ""150 m\u00b2"", ""ACTIVITE_SPECIALE"": ""Traitement Humidit\u00e9"", ""BUDGET"": ""60000\u20ac""}"
fenêtres 60m2 brique,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""60m2""}"
"charpente 470m2 bitume, équipe de grande équipe","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""470m2"", ""NB_OUVRIERS"": ""grande \u00e9quipe""}"
"revêtement : 390m² en brique, coût estimé 10000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Rev\u00eatement"", ""MATERIAU"": ""Brique"", ""SURFACE"": ""390m\u00b2"", ""BUDGET"": ""10000\u20ac""}"
charpente 180 m² bois,"TYPE_TRAVAIL, MATERIAU, SURFACE","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Bois"", ""SURFACE"": ""180 m\u00b2""}"
"chauffage 130 m², sécurité incendie","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Chauffage"", ""SURFACE"": ""130 m\u00b2"", ""ACTIVITE_SPECIALE"": ""S\u00e9curit\u00e9 Incendie""}"
"excavation 330m2 bitume, étanchéité, budget 65000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""330m2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9"", ""BUDGET"": ""65000\u20ac""}"
"électricité 260 m² ardoise, équipe de équipe de 3","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""260 m\u00b2"", ""NB_OUVRIERS"": ""\u00e9quipe de 3""}"
escalier 60 m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""Escalier"", ""SURFACE"": ""60 m2""}"
"revêtement 160m2 béton poli, aération, budget 15000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Rev\u00eatement"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""160m2"", ""ACTIVITE_SPECIALE"": ""A\u00e9ration"", ""BUDGET"": ""15000\u20ac""}"
"peinture 450m², étanchéité","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Peinture"", ""SURFACE"": ""450m\u00b2"", ""ACTIVITE_SPECIALE"": ""\u00c9tanch\u00e9it\u00e9""}"
"Nous proposons excavation 440 m2, matériau zinc, avec sécurité incendie","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Excavation"", ""MATERIAU"": ""Zinc"", ""SURFACE"": ""440 m2"", ""ACTIVITE_SPECIALE"": ""S\u00e9curit\u00e9 Incendie""}"
"Nous proposons piscine 120 m2, matériau pierre, avec traitement humidité","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Piscine"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""120 m2"", ""ACTIVITE_SPECIALE"": ""Traitement Humidit\u00e9""}"
"cuivre pour démolition (110 m2), isolation thermique requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""110 m2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique""}"
"charpente 230m2, protection contre la corrosion","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Charpente"", ""SURFACE"": ""230m2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion""}"
"Nous proposons maçonnerie 180 m2, matériau pvc, avec ventilation","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Ma\u00e7onnerie"", ""MATERIAU"": ""Pvc"", ""SURFACE"": ""180 m2"", ""ACTIVITE_SPECIALE"": ""Ventilation""}"
"Nous proposons gutter 40m2, matériau bitume, avec ventilation","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Gutter"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""40m2"", ""ACTIVITE_SPECIALE"": ""Ventilation""}"
électricité 490m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""SURFACE"": ""490m2""}"
"béton 60 m2 en inox, incluant sécurité incendie, budget 90000 euros, équipe 4 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""MATERIAU"": ""Inox"", ""SURFACE"": ""60 m2"", ""ACTIVITE_SPECIALE"": ""S\u00e9curit\u00e9 Incendie"", ""BUDGET"": ""90000 euros"", ""NB_OUVRIERS"": ""4 personnes""}"
"bitume pour plomberie (150m²), chauffage requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Bitume"", ""SURFACE"": ""150m\u00b2"", ""ACTIVITE_SPECIALE"": ""Chauffage""}"
béton 330m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""SURFACE"": ""330m2""}"
"maçonnerie 300m2, durée 5 jours ouvrables","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Ma\u00e7onnerie"", ""SURFACE"": ""300m2"", ""DUREE_ESTIMEE"": ""5 Jours Ouvrables""}"
"isolation : 30 m2 en ardoise, coût estimé 25000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Isolation"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""30 m2"", ""BUDGET"": ""25000 euros""}"
électricité 230 m2,"TYPE_TRAVAIL, SURFACE","{""TYPE_TRAVAIL"": ""\u00c9lectricit\u00e9"", ""SURFACE"": ""230 m2""}"
"isolation 280m2 pierre, chauffage, budget 35000 euros","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Isolation"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""280m2"", ""ACTIVITE_SPECIALE"": ""Chauffage"", ""BUDGET"": ""35000 euros""}"
"plomberie 120m² carrelage, isolation thermique, budget 20000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Plomberie"", ""MATERIAU"": ""Carrelage"", ""SURFACE"": ""120m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique"", ""BUDGET"": ""20000\u20ac""}"
"fenêtres 310m² béton poli, équipe de 6 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Fen\u00eatres"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""310m\u00b2"", ""NB_OUVRIERS"": ""6 personnes""}"
"aluminium pour chauffage (350m²), isolation thermique requise","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Chauffage"", ""MATERIAU"": ""Aluminium"", ""SURFACE"": ""350m\u00b2"", ""ACTIVITE_SPECIALE"": ""Isolation Thermique""}"
"maçonnerie : 450 m2 en ardoise, coût estimé 65000€","TYPE_TRAVAIL, MATERIAU, SURFACE, BUDGET","{""TYPE_TRAVAIL"": ""Ma\u00e7onnerie"", ""MATERIAU"": ""Ardoise"", ""SURFACE"": ""450 m2"", ""BUDGET"": ""65000\u20ac""}"
"béton 80 m2, conformité handicap","TYPE_TRAVAIL, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""B\u00e9ton"", ""SURFACE"": ""80 m2"", ""ACTIVITE_SPECIALE"": ""Conformit\u00e9 Handicap""}"
"maçonnerie 310 m2 en béton poli, incluant éclairage led, budget 15000€, équipe équipe de 3","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Ma\u00e7onnerie"", ""MATERIAU"": ""B\u00e9ton Poli"", ""SURFACE"": ""310 m2"", ""ACTIVITE_SPECIALE"": ""\u00c9clairage Led"", ""BUDGET"": ""15000\u20ac"", ""NB_OUVRIERS"": ""\u00e9quipe de 3""}"
"isolation 130m2 bois, climatisation, budget 60000€","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET","{""TYPE_TRAVAIL"": ""Isolation"", ""MATERIAU"": ""Bois"", ""SURFACE"": ""130m2"", ""ACTIVITE_SPECIALE"": ""Climatisation"", ""BUDGET"": ""60000\u20ac""}"
"démolition 310m², durée 1 mois","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""D\u00e9molition"", ""SURFACE"": ""310m\u00b2"", ""DUREE_ESTIMEE"": ""1 Mois""}"
"piscine 430 m², durée 5 jours","TYPE_TRAVAIL, SURFACE, DUREE_ESTIMEE","{""TYPE_TRAVAIL"": ""Piscine"", ""SURFACE"": ""430 m\u00b2"", ""DUREE_ESTIMEE"": ""5 Jours""}"
"charpente 370m² en cuivre, incluant protection contre la corrosion, budget 65000€, équipe 2 personnes","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Cuivre"", ""SURFACE"": ""370m\u00b2"", ""ACTIVITE_SPECIALE"": ""Protection Contre La Corrosion"", ""BUDGET"": ""65000\u20ac"", ""NB_OUVRIERS"": ""2 personnes""}"
"Nous proposons isolation 330m2, matériau pierre, avec désamiantage","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE","{""TYPE_TRAVAIL"": ""Isolation"", ""MATERIAU"": ""Pierre"", ""SURFACE"": ""330m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9samiantage""}"
"charpente 420 m2 en tuiles, incluant décontamination, budget 95000€, équipe 1 personne","TYPE_TRAVAIL, MATERIAU, SURFACE, ACTIVITE_SPECIALE, BUDGET, NB_OUVRIERS","{""TYPE_TRAVAIL"": ""Charpente"", ""MATERIAU"": ""Tuiles"", ""SURFACE"": ""420 m2"", ""ACTIVITE_SPECIALE"": ""D\u00e9contamination"", ""BUDGET"": ""95000\u20ac"", ""NB_OUVRIERS"": ""1 personne""}"
